sample_number,sample_name,aspect_ratio,circularity,type_ianetta,type_shull,length(cm),width(cm),preimeter(cm),area(cm),state,climate_region,id,id2,city_county_state,latitude,longitude,elevation,month,day,year,precp(in),max_temp C,min_temp C,avg_temp C,avg_tmax_six_months_prior,avg_tmin_six_months_prior,avgtemp(6monthsprior),avg_tmax_previous_ year,avg_tmin_previous_ year,tavg_previous_ year,avg_tmax_ year_DOC,avg_tmin_ year_DOC,tavg_ year_DOC,avgprecp(6monthsprior),avg_precp_previous_year,avg_precp_year_DOC
318,CBP_3_CAL_MICH,4.01738399,0.262796665,Type3,simplex,6.00,1.10,16.38,16.15,MI,Upper_Midwest,Grand Rapids,Grand Rapids2,"Grand Rapids, Kent County, Michigan",42.93,-85.59,84.00,May,17,1965,0.20,17.46,7.46,12.46,5.28,-5.18,0.05,14.98,2.98,8.98,12.80,2.07,7.44,2.58,2.34,2.71
319,CBP_3_DES_ARIZ,3.27071867,0.132063225,Type3,simplex,12.34,3.88,44.85,44.34,AZ,Southwest,prescott,prescott,"Maricopa County_Arizona_Cave Creek, Prescott",33.83,-111.95,702.00,March,21,2008,0.00,27.78,9.95,18.86,21.63,8.31,14.97,28.77,14.87,21.82,28.57,14.62,21.59,11.02,7.62,7.70
320,CBP_3_DOV_DELA,3.132967402,0.170237532,Type3,simplex,5.00,1.64,18.91,18.64,DE,Northeast,wilmington,wilmington1,"Wilmington, New Castle County, Delaware",39.73,-75.67,301.00,May,10,1933,11.06,24.66,10.34,17.50,4.07,4.07,4.07,18.37,6.88,12.63,18.08,7.04,12.56,4.07,3.84,3.74
321,CBP_3_DOV_MARY,2.343102476,0.124963298,Type3,simplex,4.84,1.75,21.41,21.18,MD,Northeast,waddellscorner,waddellscorner,Dorchester County_Maryland_Waddells Corner,38.65,-75.90,13.00,April,15,2005,21.66,104.04,0.03,52.04,11.09,0.73,5.91,19.44,8.93,14.19,18.58,6.96,12.77,3.15,3.14,2.42
322,CBP_3_EIU_ILL,3.398546407,0.27730031,Type6,simplex,10.17,2.48,27.50,27.23,IL,Ohio_Valley,champaign,champaign,"Champaign, Champaign County, Illinois",40.12,-88.24,233.00,May,15,1966,0.07,18.18,5.28,11.73,8.61,-2.03,3.29,17.26,5.51,11.39,17.00,4.88,10.94,1.83,2.54,2.37
323,CBP_3_FARM_VIR,3.983670537,0.126177935,Type3,simplex,2.76,0.71,9.26,8.90,VI,Southeast,richmond,richmond15,"Richmond, Richmond County, Virginia",37.96,-76.76,301.00,May,4,1979,6.27,25.63,14.08,19.86,13.06,1.80,7.43,20.06,9.04,14.55,18.91,8.58,13.74,2.34,3.20,3.61
324,CBP_3_FLAS_FLOR,3.391651394,0.247502508,Type3,simplex,9.45,2.55,26.52,26.24,FL,Southeast,gainesville,gainesville2,"Gainesville, Alachua, Florida",29.65,-82.32,54.00,March,3,1979,0.00,26.95,12.80,20.43,23.37,8.73,16.05,27.83,13.95,20.89,26.72,13.76,20.24,2.95,4.01,4.59
325,CBP_3_FMNH_ILL,3.472187475,0.169239151,Type3,simplex,5.80,0.96,20.39,20.02,IL,Ohio_Valley,naperville,naperville1,"Naperville, Will County, Illinois",41.75,-88.19,215.00,May,2,1998,0.00,20.77,5.53,13.15,4.09,-5.57,-0.74,14.76,3.41,9.09,15.82,4.45,10.14,1.50,2.51,2.91
326,CBP_3_FSU_ALA,1.862227645,0.081783162,Type1a2,simplex,5.49,2.27,24.93,24.37,AL,Southeast,athens,athens,"Athens, Limestone County, Alabama",34.80,-86.97,214.00,March,19,1959,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.31,3.55,3.15
327,CBP_3_GMUF_VIR,,,,,7.18,1.34,17.82,17.66,VI,Southeast,reston,reston,"Reston, Fairfax County, Virginia",38.97,-77.34,6343.00,April,13,1971,0.00,26.99,4.11,15.55,9.43,-1.29,4.07,19.15,7.47,13.31,18.50,7.03,12.77,3.17,3.00,3.33
328,CBP_3_GVSV_MICH,3.884703416,0.109075133,Type3,simplex,6.38,1.64,21.15,20.93,MI,Upper_Midwest,Grand Rapids,Grand Rapids3,"Grand Rapids, Kent County, Michigan",42.96,-85.67,10661.00,May,16,1972,2.16,20.88,10.34,15.61,5.69,-4.41,0.64,14.22,2.54,8.38,13.21,2.27,7.74,2.48,2.42,2.83
329,CBP_3_HAR_FLOR,3.588318989,0.355219011,Type1a2,simplex,5.39,1.40,13.62,13.58,FL,Southeast,marianna,marianna1,"Marianna, Jackson, Florida",30.77,-85.23,51.00,February,9,1957,0.41,28.23,14.63,21.43,24.87,11.59,18.23,27.07,14.17,20.62,26.52,14.52,20.52,2.57,3.42,4.06
330,CBP_3_HAR_IDA,,,,,4.51,1.13,16.64,16.40,NE,Northern_Rockies_and_Plains,neligh,neligh,Antelope County_Nebraska_Neligh,42.13,-98.03,534.00,May,2,1896,N/A,N/A,N/A,N/A,7.03,-6.77,0.13,15.52,-0.12,7.70,16.34,1.68,9.01,1.69,1.64,2.22
331,CBP_3_HAR_UTAH,2.382523437,0.213181729,Type3,simplex,2.23,0.98,9.05,8.94,UT,Southwest,northlogan,northlogan2,"North Logan, Cache County, Utah",41.75,-111.78,1459.20,April,18,1998,0.81,9.15,-4.38,2.38,4.58,-5.27,-0.34,14.16,1.71,7.93,13.94,1.51,7.73,2.86,2.33,2.37
332,CBP_3_HAR_WAS,2.834468365,0.660620281,Type3,simplex,2.74,0.89,5.84,5.84,WA,Northwest,N/A,N/A,Washington,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
333,CBP_3_HUNT_INDI,3.416616534,0.190290224,Type3,simplex,10.10,2.20,31.02,30.78,IN,Ohio_Valley,allencounty,allencounty,"Allen County, Indiana",41.09,-85.14,277.00,May,3,1942,11.39,25.16,13.80,19.48,7.53,-2.52,2.51,17.42,5.21,11.31,15.89,4.39,10.14,2.19,2.37,2.84
334,CBP_3_IND_INDI,4.082425116,0.228921366,Type3,simplex,6.53,1.12,18.35,18.06,IN,Ohio_Valley,morristown,morristown,"Morristown, Shelby County, Indiana",39.67,-85.70,254.00,May,7,1913,N/A,N/A,N/A,N/A,9.78,-1.74,4.02,18.22,6.00,12.11,17.98,5.77,11.88,4.18,3.27,3.49
335,CBP_3_JMUH_VIR,2.904463659,0.15397164,Type3,simplex,5.21,1.58,15.32,15.05,VI,Southeast,harrisonburg,harrisonburg5,"Harrisonburg, Rockingham County, Virginia",38.49,-78.96,301.00,April,22,1984,14.58,12.75,0.70,6.73,8.29,-3.11,2.59,16.72,3.84,10.28,17.18,5.07,11.13,3.84,3.41,3.13
336,CBP_3_MARY_MARY,4.994933329,0.309321235,Type3,simplex,9.18,1.50,20.41,20.05,MD,Northeast,uppermarlboro,uppermarlboro,Prince Georges County_Maryland_Upper Marlboro,38.82,-76.75,7.00,March,29,1990,N/A,N/A,N/A,N/A,12.79,0.85,6.82,19.42,7.89,13.66,N/A,N/A,N/A,2.56,3.55,N/A
337,CBP_3_MICH_MICH,2.929709414,0.600620954,Type1a1,simplex,5.30,1.75,11.45,11.46,MI,Upper_Midwest,N/A,N/A,"Grayling, Crawford County, Michigan",44.66,-84.71,2552.00,N/A,N/A,1887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
338,CBP_3_MOR_ILL,4.365526458,0.19931984,Type3,simplex,10.65,2.40,34.25,33.30,IL,Ohio_Valley,naperville,naperville2,"Naperville, Du Page County, Illinois",41.75,-88.19,215.00,April,24,1970,0.45,19.45,9.30,14.38,7.37,-1.36,3.00,14.79,4.05,9.42,17.04,5.81,11.43,2.53,2.36,2.88
339,CBP_3_NCU_VIR,,,,,2.56,0.79,10.19,9.90,VI,Southeast,richmond,richmond2,"Richmond, Powhatan County, Virginia",37.54,-77.43,50.70,March,8,1976,0.00,15.22,-0.44,7.39,12.36,1.17,6.76,20.98,8.66,14.82,21.82,9.52,15.67,2.12,2.03,2.88
340,CBP_3_NY_MARY,2.408825401,0.113482419,Type3,simplex,10.46,4.06,51.37,51.25,MD,Northeast,harmony,harmony,Caroline County_Maryland_Harmony,38.78,-75.88,14.00,November,27,2010,31.54,110.94,7.29,59.11,26.89,15.92,21.40,19.13,8.67,13.90,19.16,8.23,13.70,3.59,3.60,3.20
341,CBP_3_NY_UTAH,2.612420807,0.446496206,Type3,simplex,4.06,1.43,10.69,10.64,UT,Southwest,moab,moab,"Moab, Grand County, Utah",38.54,-109.13,2541.44,September,14,1986,1.08,11.63,0.69,6.16,29.18,11.03,20.10,20.83,4.48,12.66,20.72,4.39,12.55,1.10,1.20,1.12
342,CBP_3_OCU_OKLA,2.991714093,0.16598569,Type3,simplex,4.69,1.38,16.27,16.07,OK,South,oklahomacity,oklahomacity4,"Oklahoma CIty, Oklahoma County, Oklahoma",35.48,-97.51,365.00,April,1,2001,0.00,18.33,1.40,9.86,9.56,-1.30,4.13,20.79,8.75,14.77,22.09,9.95,16.02,1.58,2.61,2.05
343,CBP_3_ODU_VIR,3.241142666,0.186033886,Type3,simplex,2.96,0.88,8.73,8.65,VI,Southeast,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.93,-76.24,301.00,April,4,1970,0.00,19.74,5.62,12.68,10.35,0.86,5.60,19.12,9.73,14.42,19.59,9.99,14.79,2.98,3.39,2.66
344,CBP_3_PH_DELA,2.664515522,0.10582466,Type3,simplex,3.65,1.54,19.65,19.13,DE,Northeast,newcastlecounty,newcastlecounty,"N/A, New Castle County, Delaware",39.58,-75.64,38493.00,May,7,1932,0.00,28.54,11.59,20.06,3.34,3.34,3.34,19.88,8.65,14.27,18.87,7.40,13.14,3.34,3.23,3.56
345,CBP_3_SAT_Tex,4.169061854,0.204074941,Type3,simplex,3.12,1.04,10.58,10.10,TX,South,Mason,Mason,"Mason, Texas",30.75,-99.23,468.00,March ,19,1994,0.00,30.00,11.10,20.55,19.14,4.32,11.73,25.68,10.62,18.15,26.13,11.31,18.72,1.29,1.62,2.15
346,CBP_3_SAT_Tex,2.444114413,0.302482574,Type3,simplex,5.39,1.09,16.79,16.25,TX,South,Mason,Mason,"Mason, Texas",30.75,-99.23,468.00,March ,19,1994,0.00,30.00,11.10,20.55,19.14,4.32,11.73,25.68,10.62,18.15,26.13,11.31,18.72,1.29,1.62,2.15
347,CBP_3_UGA_GEOR,2.70738871,0.200061204,Type3,simplex,5.02,1.75,19.43,19.14,GA,Southeast,cochran,cochran3,"Cochran, Bleckley County, Georgia",32.71,-83.72,104.00,March,7,2010,0.00,16.67,-2.07,7.30,16.37,4.06,10.21,23.47,11.22,17.34,24.97,11.08,18.02,5.46,5.08,3.34
348,CBP_3_ULA_WIS,3.824652844,0.214691402,Type3,simplex,9.34,1.75,25.56,25.28,WI,Upper_Midwest,stevespoint,stevespoint,"Stevens Point, Portage County, Wisconsin",44.52,-89.57,6612.00,October,19,1981,0.44,9.44,-4.73,2.36,24.49,12.28,18.38,24.49,12.28,18.38,24.49,12.28,18.38,3.29,3.29,3.29
349,CBP_3_UNA_ALA,3.083920896,0.227356492,Type1a2,simplex,2.85,0.93,8.48,8.26,AL,Southeast,tuscaloosa,tuscaloosa4,"Tuscaloosa, Tuscaloosa County, Alabama",33.19,-87.57,68.00,February,22,1955,41.80,6.00,1.34,3.67,20.43,6.06,13.24,25.31,10.85,18.08,24.39,10.77,17.58,3.11,2.68,3.16
350,CBP_3_URV_VIR,,,,,N/A,N/A,N/A,N/A,VI,Southeast,N/A,N/A,"Powhatan County, Virginia",37.54,-77.92,114.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,CBP_3_USF_FLOR,3.349478524,0.499219503,Type1a2,simplex,2.93,0.80,6.27,6.29,FL,Southeast,homestead,homestead2,"Homestead, Dade County, Florida",25.57,-80.67,1.00,November,2,1997,0.03,31.05,23.10,27.17,31.99,23.36,27.68,29.77,20.17,24.97,29.64,20.33,24.98,7.07,4.33,4.87
352,CBP_3_UWFP_FLOR,2.45802481,0.149685058,Type3,simplex,4.14,1.56,17.70,17.40,FL,Southeast,pensacola,pensacola3,"Pensacola, Escambia County, Florida",30.43,-87.24,31.00,March,1,1992,0.00,23.88,8.22,16.05,20.29,7.63,13.96,26.19,14.60,20.39,26.06,14.56,20.31,3.10,4.19,3.69
353,CBP_3_VCU_VIR,1.985343712,0.07889799,Type3,simplex,3.93,2.14,20.36,20.02,VI,Southeast,richmond,richmond12,"Richmond City, N/A, Virginia",37.54,-77.43,50.70,April,13,1973,0.00,12.65,-0.43,6.11,14.18,1.08,7.63,22.15,8.63,15.39,21.43,9.28,15.36,2.45,2.16,3.10
354,CBP_3_VPI_VIR,2.447091396,0.475574888,Type3,simplex,3.83,1.37,9.44,9.34,VI,Southeast,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82,-77.05,54.00,April,24,1939,0.00,29.53,7.73,18.63,12.32,0.47,6.40,19.35,7.49,13.42,19.75,8.01,13.88,3.03,3.18,2.95
355,CBP_3_VSC_GEOR,3.046901017,0.351262735,Type3,simplex,5.18,1.59,13.09,13.03,GA,Southeast,quitman,quitman1,"Quitman, Brooks County, Georgia",31.97,-83.56,57.90,April,17,1966,0.00,27.00,9.68,18.34,18.01,4.73,11.37,24.62,11.73,18.17,24.35,11.54,17.94,3.49,3.36,3.57
356,CBP_3_VSC_VIR,4.254277736,0.213004165,Type1a2,simplex,6.29,1.43,17.43,17.29,VI,Southeast,,,,,,N/A,,,,,,,,,,,,,,,,,,,
357,CBP_3_WIS_WIS,4.0627299,0.328541183,Type6,simplex,5.25,1.20,13.00,12.55,WI,Upper_Midwest,newlondon,newlondon1,"New London, Outgamie County, Wisconsin",44.28,-88.71,969.00,October,9,1977,12.59,22.78,15.99,19.38,8.10,-3.31,2.40,8.10,-3.31,2.40,8.10,-3.31,2.40,1.64,1.64,1.64
358,CBP_3_WM_VIR,3.976210656,0.439487253,Type3,simplex,3.31,0.74,6.88,6.90,VI,Southeast,suffolkcity,suffolkcity2,"Suffolk City, N/A, Virginia",36.73,-76.58,31.00,March,9,2009,0.00,27.53,10.38,18.95,14.40,3.09,8.74,21.34,9.94,15.64,21.04,10.35,15.70,2.45,3.10,4.58
359,CBP_30_WIS_WIS,4.308202293,0.260435593,Type3,simplex,7.95,1.74,19.68,19.53,WI,Upper_Midwest,wausau,wausau,"Wausau, Marathon County, Wisconsin",45.04,-89.52,969.00,July,18,1961,0.21,27.87,14.25,21.06,13.68,0.65,7.16,13.68,0.65,7.16,13.68,0.65,7.16,2.25,2.25,2.25
360,CBP_31_WIS_WIS,2.973448195,0.341115263,Type3,simplex,7.00,2.05,19.80,19.55,WI,Upper_Midwest,madison,madison5,"Madison, Dane County, Wisconsin",43.07,-89.40,266.00,May,26,1886,0.00,16.60,8.08,12.34,3.50,-4.72,-0.61,3.50,-4.72,-0.61,3.50,-4.72,-0.61,2.64,2.64,2.64
361,CBP_32_WIS_WIS,2.508258249,0.228130751,Type3,simplex,7.21,2.89,22.16,21.89,WI,Upper_Midwest,saukcity,saukcity2,"Sauk City, Sauk County, Wisconsin",43.27,-89.72,266.00,May,15,1937,0.10,13.66,2.66,8.16,4.05,-7.48,-1.72,4.05,-7.48,-1.72,4.05,-7.48,-1.72,1.63,1.63,1.63
362,CBP_33_WIS_WIS,3.532657927,0.286039238,Type3,simplex,6.68,1.95,17.95,17.58,WI,Upper_Midwest,utica,utica,"Utica, Winnebago County, Wisconsin",43.96,-88.65,347.00,June,20,1956,2.42,31.10,19.24,25.17,8.44,-3.34,2.55,8.44,-3.34,2.55,8.44,-3.34,2.55,1.81,1.81,1.81
363,CBP_34_WIS_WIS,4.341715127,0.31179296,Type3,simplex,5.15,0.90,12.15,11.90,WI,Upper_Midwest,N/A,N/A,"Oshkosh, Winnebago County, Wisconsin",44.03,-88.55,233.00,N/A,N/A,1965,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,CBP_35_WIS_WIS,2.033935717,0.168898743,Type3,simplex,5.00,2.50,23.90,23.25,WI,Upper_Midwest,sturgeonbay,sturgeonbay,"Sturgeon Bay, Door County, Wisconsin",44.83,-87.38,178.00,October,44595,1959,1.48,15.15,7.63,11.39,21.62,10.16,15.89,21.62,10.16,15.89,21.62,10.16,15.89,2.90,2.90,2.90
365,CBP_36_WIS_WIS,3.228549908,0.130050404,Type3,simplex,8.79,2.05,21.47,21.00,WI,Upper_Midwest,barron,barron,"Barron, Barron County, Wisconsin",45.40,-91.85,338.00,May,10,1888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
366,CBP_37_WIS_WIS,4.146403507,0.303933515,Type3,simplex,8.79,2.05,21.47,21.32,WI,Upper_Midwest,wetboro,wetboro,"Westboro, Taylor County, Wisconsin",45.36,-90.29,449.00,July,18,1993,0.75,25.20,17.20,21.20,11.20,-0.73,5.23,11.20,-0.73,5.23,11.20,-0.73,5.23,2.65,2.65,2.65
367,CBP_38_WIS_WIS,3.030432784,0.09329509,Type3,simplex,6.11,1.79,26.37,25.53,WI,Upper_Midwest,ithica,ithica,"Ithica, Richland County, WIsconsin",43.31,-90.26,239.00,April,27,1969,7.32,18.64,8.19,13.41,3.14,-7.76,-2.31,3.14,-7.76,-2.31,3.14,-7.76,-2.31,1.50,1.50,1.50
368,CBP_39_WIS_WIS,3.217085616,0.20846956,Type3,simplex,5.75,1.70,17.95,17.20,WI,Upper_Midwest,beloit,beloit,"Beloit, Rock County, Wisconsin",42.51,-89.03,273.00,May,7,1932,6.30,23.00,13.56,18.28,5.99,-3.90,1.05,5.99,-3.90,1.05,5.99,-3.90,1.05,1.54,1.54,1.54
369,CBP_4_ACU_Tex,2.663353519,0.220016341,Type6,simplex,3.17,1.33,11.82,11.20,TX,South,Abilene,Abilene5,"Abilene, Texas",32.45,-99.73,524.00,April ,5,1990,0.36,30.00,21.10,25.55,19.45,2.36,10.90,26.03,9.88,17.95,24.95,10.65,17.80,0.60,1.62,1.46
370,CBP_4_ASU_ARIZ,4.028775167,0.311707941,Type3,simplex,5.23,1.02,13.33,13.02,AZ,Southwest,cochise,cochise,Cochise County_Arizona_Cochise,31.45,-109.92,1287.00,April,13,2003,0.00,27.14,10.73,18.94,18.55,2.63,10.59,25.23,9.24,17.23,25.69,9.46,17.57,5.40,8.24,7.36
371,CBP_4_BALT_MARY,2.781799702,0.273433203,Type3,simplex,8.07,2.98,22.68,22.59,MD,Northeast,owingmills,owingmills,Baltimore County_Maryland_Owing Mills,39.42,-76.78,152.00,June,23,1977,35.06,104.56,-2.60,50.98,15.29,2.80,9.04,17.48,5.51,11.50,19.77,8.67,14.22,2.10,2.70,3.64
372,CBP_4_BRIT_OKLA,2.555554909,0.264052561,Type3,simplex,4.68,1.74,15.26,14.79,OK,South,peggs,peggs,"Peggs, Mayes County, Oklahoma",36.08,-95.10,283.00,May,11,1958,0.94,27.38,9.44,18.41,13.33,1.63,7.48,21.02,8.92,14.97,21.17,8.97,15.07,2.78,3.70,2.99
373,CBP_4_BRIT_Tex,2.502583454,0.391595361,Type3,simplex,1.92,0.54,4.23,4.10,TX,South,Fredericksburg,Fredericksburg1,"Fredericksburg, Texas",30.28,-98.87,514.00,Janurary,3,1993,1.78,12.53,4.60,8.56,25.25,11.71,18.48,24.64,12.09,18.36,24.58,11.53,18.06,1.78,2.83,1.84
374,CBP_4_BRIT_Tex,3.482290231,0.501623267,Type3,simplex,2.07,0.82,6.42,6.00,TX,South,Fredericksburg,Fredericksburg2,"Fredericksburg, Texas",30.28,-98.87,514.00,Janurary,3,1993,1.78,12.53,4.60,8.56,25.25,11.71,18.48,24.64,12.09,18.36,24.58,11.53,18.06,1.78,2.83,1.84
375,CBP_4_BRY_UTAH,2.867186601,0.167455101,Type3,simplex,9.15,2.33,34.85,34.50,UT,Southwest,provo,provo1,"Provo, Utah County, Utah",40.24,-111.70,969.00,June,13,1967,11.90,15.26,5.77,10.51,10.96,-2.91,4.03,16.25,0.69,8.47,16.23,0.64,8.43,1.89,1.47,1.43
376,CBP_4_CAL_MICH,3.000140653,0.207059622,Type3,simplex,5.71,1.81,18.83,18.55,MI,Upper_Midwest,Grand Rapids,Grand Rapids4,"Grand Rapids, Kent County, Michigan",42.91,-85.64,813.00,May,15,1967,0.29,15.55,6.38,10.97,5.62,-4.35,0.64,13.57,2.83,8.20,13.54,2.31,7.93,1.35,1.75,2.65
377,CBP_4_CSCN_IDA,,,,,2.98,0.76,12.51,12.24,ID,Northwest,N/A,N/A,Idaho,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
378,CBP_4_CSCN_IDA,,,,,2.73,0.59,6.09,6.07,NE,Northern_Rockies_and_Plains,bannercounty,bannercounty,Banner County_Nebraska,41.50,-103.56,1628.00,April,28,1985,0.00,22.80,1.25,12.03,7.84,-4.87,1.48,17.25,0.43,8.84,16.37,-0.21,8.08,0.36,0.84,0.94
379,CBP_4_DES_ARIZ,2.360292583,0.147428674,Type6,simplex,2.25,0.85,9.85,9.48,AZ,Southwest,wikieup,wikieup,Mohave County_Arizona_Wikieup,34.70,-113.57,609.00,April,13,1979,0.00,23.60,2.80,13.20,15.85,1.49,8.67,25.54,8.73,17.13,25.82,7.89,16.86,23.86,12.76,8.94
380,CBP_4_DOV_DELA,3.631155113,0.408143401,Type3,simplex,4.04,0.96,9.37,9.26,DE,Northeast,dover,dover1,"Dover, Kent County, Delaware",39.22,-75.63,301.00,October,22,1984,0.47,28.07,19.63,23.85,3.09,3.09,3.09,17.55,6.20,11.87,18.09,6.65,12.37,3.09,3.65,2.99
381,CBP_4_DOV_MARY,1.774902703,0.107698664,Type6,simplex,4.20,2.14,23.80,23.30,MD,Northeast,eastnewmarket,eastnewmarket,Dorchester County_Maryland_East New Market,38.60,-75.92,12.00,April,24,2005,30.67,117.95,9.28,63.62,11.79,0.93,6.36,19.53,8.72,14.13,19.34,8.17,13.76,3.07,3.14,3.20
382,CBP_4_EIU_ILL,2.204603312,0.237481409,Type3,simplex,5.28,2.41,18.89,18.67,IL,Ohio_Valley,charleston,charleston1,"Charleston, Coles County, Illinois",39.49,-88.19,212.00,May,10,1965,3.94,24.15,15.03,19.59,8.82,-1.99,3.41,18.20,5.72,11.96,18.34,6.26,12.30,2.44,2.07,2.63
383,CBP_4_FARM_VIR,2.498653311,0.376696224,Type3,simplex,3.79,0.90,9.45,9.40,VI,Southeast,staunton,staunton,"Staunton, Highland County, Virginia",38.41,-79.58,776.00,August,10,1978,5.97,28.90,12.80,20.85,19.96,6.35,13.16,14.68,2.39,8.53,15.90,2.71,9.30,3.26,3.25,2.72
384,CBP_4_FLAS_FLOR,2.709050015,0.557579994,Type3,simplex,4.96,1.81,12.15,12.06,FL,Southeast,gainesville,gainesville3,"Gainesville, Alachua, Florida",29.61,-82.41,54.00,March,13,2002,10.60,27.56,10.78,19.17,23.39,9.64,16.52,27.31,13.95,20.63,27.34,14.29,20.81,1.78,3.58,4.22
385,CBP_4_FMNH_ILL,3.107018206,0.215400333,Type6,simplex,6.46,1.39,21.43,21.09,IL,Ohio_Valley,N/A,N/A,Illinois,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
386,CBP_4_GMUF_VIR,2.903524292,0.245471781,Type1a2,simplex,3.80,1.32,11.45,11.34,VI,Southeast,charoltesville,charoltesville2,"Charlottesville, Madison County, Virginia",38.28,-78.14,301.00,May,3,1978,0.00,19.54,4.24,11.89,8.85,-2.10,3.38,18.13,6.43,12.28,18.31,6.77,12.54,3.33,2.92,3.06
387,CBP_4_HAR_WAS,2.703716177,0.456707905,Type3,simplex,3.24,0.76,7.94,7.71,WA,Northwest,almotacreek,almotacreek,Whitman County_Washington_Almota Creek,46.64,-117.29,N/A,April,20,1975,0.54,12.00,0.43,6.21,6.64,-1.68,2.48,15.72,2.95,9.33,15.28,3.19,9.24,1.99,1.23,1.63
388,CBP_4_HUNT_INDI,6.955632895,0.259191655,Type3,simplex,6.19,0.81,12.85,12.83,IN,Ohio_Valley,huntington,huntington2,"Huntington, Huntington County, Indiana",40.88,-85.50,228.00,April,28,1946,0.38,15.39,-1.36,7.01,8.49,-2.38,3.05,16.38,4.57,10.47,18.29,5.29,11.79,1.59,2.68,2.20
389,CBP_4_IND_INDI,2.398844378,0.147968014,Type3,simplex,6.81,2.63,28.42,28.21,IN,Ohio_Valley,rushville,rushville,"Rushville, Rush County, Indiana ",39.61,-85.45,292.00,May,11,1979,0.09,30.34,18.96,24.65,6.53,-4.55,0.99,15.95,4.01,9.98,15.48,3.84,9.66,2.62,3.10,3.49
390,CBP_4_JMUH_VIR,3.679639335,0.183339482,Type3,simplex,6.79,2.10,21.02,20.77,VI,Southeast,harrisonburg,harrisonburg6,"Harrisonburg, Rockingham County, Virginia",38.43,-78.87,301.00,April,20,1976,0.00,30.43,11.00,20.71,11.45,-1.91,4.77,18.16,5.24,11.70,17.13,3.59,10.36,1.68,2.91,2.79
391,CBP_4_MARY_MARY,3.519126511,0.225235337,Type3,rhomboidea,7.02,1.87,21.27,20.98,MD,Northeast,collegepark,collegepark,Prince Georges County_Maryland_College Park,38.98,-76.94,21.00,April,18,1990,29.74,119.71,-1.26,59.22,11.15,-0.46,5.34,19.20,7.55,13.37,20.85,8.38,14.61,2.39,3.45,2.45
392,CBP_4_MICH_MICH,3.368170151,0.369053554,Type3,simplex,4.02,1.21,9.62,9.60,MI,Upper_Midwest,Beaver Island,Beaver Island,"Beaver Island, Charlevoix County, Michigan",45.61,-85.59,5421.00,June,26,1958,2.63,15.60,10.60,13.10,N/A,N/A,N/A,14.08,2.27,8.18,15.60,10.60,13.10,N/A,2.25,2.63
393,CBP_4_MOR_ILL,3.455942552,0.208015166,Type3,simplex,8.45,2.60,28.25,27.65,IL,Ohio_Valley,chicago,chicago1,"Chicago, Cook County, Illinois",41.74,-87.55,182.00,June,2,1967,0.00,22.30,8.70,15.50,9.04,-0.83,4.11,15.39,5.08,10.24,14.57,4.84,9.70,2.16,2.31,2.75
394,CBP_4_NY_IDA,,,,,6.39,1.91,22.14,21.80,NE,Northern_Rockies_and_Plains,N/A,N/A,Lancaster County_Nebraska_Sprague,40.62,-96.75,390.00,N/A,24,1978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
395,CBP_4_NY_UTAH,2.700004204,0.25940319,Type3,simplex,3.55,0.79,12.19,12.11,UT,Southwest,pleasantgrove,pleasantgrove,"Pleasant Grove, Utah County, Utah",40.39,-111.76,1388.06,April,14,2005,0.00,12.98,-2.12,5.43,6.23,-4.05,1.09,14.50,2.24,8.37,14.61,2.20,8.41,2.80,2.27,2.27
396,CBP_4_ODU_VIR,2.397666522,0.123729239,Type3,simplex,3.44,1.31,14.03,13.85,VI,Southeast,norfolk,norfolk6,"Norfolk City, N/A, Virginia",36.88,-76.31,301.00,March,31,1978,0.00,16.72,2.89,9.81,12.00,2.58,7.29,20.08,10.01,15.05,19.54,9.62,14.58,4.09,3.26,3.29
397,CBP_4_PH_DELA,2.934949018,0.347877403,Type3,simplex,3.59,1.22,9.43,9.37,DE,Northeast,wilmington,wilmington2,"Wilmington, New Castle County, Delaware",39.75,-75.55,6472.00,June,3,1898,,,,,,,,,,,,,,,,
