,sample_number,sample_name,aspect_ratio,circularity,type_ianetta,type_shull,length,width,preimeter,area,state,climate_region,id,id2,city_county_state,latitude,longitude,elevation,month,day,year,precp_in,max_temp_C,min_temp_C,avg_temp_C,avg_tmax_six_months_prior,avg_tmin_six_months_prior,avgtemp_6monthsprior,avg_tmax_previous_.year,avg_tmin_previous_.year,tavg_previous_.year,avg_tmax_.year_DOC,avg_tmin_.year_DOC,tavg_.year_DOC,avgprecp_6monthsprior,avg_precp_previous_year,avg_precp_year_DOC
306,103,CBP_1_NLU_MICH,3.333408876,0.194370748,Type3,rhomboidea,4.4,1.2,14.29,13.97,MI,Upper_Midwest,Muskegon,Muskegon,"Muskegon, Muskegon County, Michigan",43.25,-86.33,647,May,8,1976,0.005,13,-2.58,5.21,5.36,-3.9,0.73,14.27,3.97,9.12,12.87,1.86,7.37,0.029,0.0322,0.0197
307,35,CBP_1_ESTU_VIR,2.048631603,0.192693473,Type6,rhomboidea,4.4,1.93,17.64,17.31,VI,Southeast,,,"Waynesboro, Scott County, Virginia",38.07,-78.89,392,Summer,#N/A,1958,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
308,443,CBP_5_ODU_VIR,3.179534884,0.192540837,Type3,rhomboidea,2.25,0.7,6.9,6.75,VI,Southeast,norfolk,norfolk7,"Norfolk City, , Virginia",36.88,-76.31,301,March,25,2004,0,21.11,7,14.05,14.09,3.76,8.93,19.93,9.74,14.83,20.9,11.21,16.05,0.0257,0.039,0.0367
309,157,CBP_10_DOV_DELA,2.221157943,0.192159678,Type3,rhomboidea,6.38,2.84,24.13,24,DE,Northeast,dover,dover3,"Dover, Kent County, Delaware",39.22,-75.63,301,October,23,1984,0.36,25.18,16.57,20.88,3.09,3.09,3.09,17.58,6.23,11.9,18.09,6.65,12.37,0.0309,0.0356,0.0299
310,309,CBP_28_WIS_WIS,6.155385522,0.191359494,Type3,rhomboidea,9.3,1.05,20.75,21.05,WI,Upper_Midwest,tworivers,tworivers,"Two Rivers. Manitowoc County, Wisconsin",44.22,-87.61,969,September,27,1964,0.006,16.83,4.6,10.71,3.35,-7.82,-2.24,3.35,-7.82,-2.24,3.35,-7.82,-2.24,0.0128,0.0128,0.0128
311,333,CBP_3_HUNT_INDI,3.416616534,0.190290224,Type3,rhomboidea,10.1,2.2,31.02,30.78,IN,Ohio_Valley,allencounty,allencounty,"Allen County, Indiana",41.09,-85.14,277,May,3,1942,1.139,25.16,13.8,19.48,7.53,-2.52,2.51,17.42,5.21,11.31,15.89,4.39,10.14,0.0219,0.0237,0.0284
312,159,CBP_10_IND_INDI,2.144140794,0.188334692,Type3,rhomboidea,4.92,2.17,17.29,17.1,IN,Ohio_Valley,,,Indiana,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
313,216,CBP_16_MICH_MICH,3.318058053,0.186531725,Type3,rhomboidea,4.21,1.14,14.73,14.63,MI,Upper_Midwest,Tawas City,Tawas City,"Tawas City, Iosco County, Michigan",44.42,-83.33,2358,May,12,1992,0,26.1,13.05,19.58,4.35,-4.9,-0.28,14.29,3.23,8.76,12.25,1.96,7.11,0.0174,0.0227,0.0234
314,343,CBP_3_ODU_VIR,3.241142666,0.186033886,Type3,rhomboidea,2.96,0.88,8.73,8.65,VI,Southeast,norfolk,norfolk5,"Norfolk City, , Virginia",36.93,-76.24,301,April,4,1970,0,19.74,5.62,12.68,10.35,0.86,5.6,19.12,9.73,14.42,19.59,9.99,14.79,0.0298,0.0339,0.0266
315,282,CBP_2_ODU_VIR,3.922968357,0.18575237,Type3,rhomboidea,3.65,0.63,11.43,11.22,VI,Southeast,norfolk,norfolk4,"Norfolk City, , Virginia",36.93,-76.24,301,April,4,1970,0,19.74,5.62,12.68,10.35,0.86,5.6,19.12,9.73,14.42,19.59,9.99,14.79,0.0298,0.0339,0.0266
316,289,CBP_2_UGA_GEOR,3.0465836,0.185338073,Type3,rhomboidea,7.23,2.65,26.48,26.25,GA,Southeast,macon,macon,"Macon, Bibb County, Georgia",32.84,-83.63,116,October,1,1979,0.038,28.76,17,22.88,30.41,18.22,24.31,24.18,10.62,17.4,23.97,10.57,17.27,0.0341,0.0352,0.0365
317,298,CBP_2_VSC_VIR,3.869819546,0.185054531,Type3,rhomboidea,3.21,0.77,9.77,9.65,VI,Southeast,richmond,richmond11,"Richmond, Hanover County, Virginia",37.54,-77.43,50.7,April,16,1978,0,17.13,2.32,9.73,15.45,3.19,9.32,20.99,9.31,15.15,20.88,7.82,14.35,0.0245,0.0374,0.0276
318,500,CBP_7_WIS_WIS,4.056935758,0.184783689,Type3,rhomboidea,6.15,1.45,17.2,16.7,WI,Upper_Midwest,cornell,cornell,"Cornell, Chippewa County, Wisconsin",45.16,-90.98,969,July,25,1958,1.296,27.4,13.03,20.21,13.17,-0.04,6.57,13.17,-0.04,6.57,13.17,-0.04,6.57,0.0251,0.0251,0.0251
319,73,CBP_1_IND_INDI,2.928684492,0.184690249,Type3,rhomboidea,5.65,1.49,19.06,18.82,IN,Ohio_Valley,wellscounty,wellscounty,"Wells County, Indiana",40.73,-85.22,285,May,13,1900,#N/A,#N/A,#N/A,#N/A,7.46,-3.4,2.03,16.95,4.76,10.86,17.35,5.31,11.33,0.0208,0.0222,0.0263
320,390,CBP_4_JMUH_VIR,3.679639335,0.183339482,Type3,rhomboidea,6.79,2.1,21.02,20.77,VI,Southeast,harrisonburg,harrisonburg6,"Harrisonburg, Rockingham County, Virginia",38.43,-78.87,301,April,20,1976,0,30.43,11,20.71,11.45,-1.91,4.77,18.16,5.24,11.7,17.13,3.59,10.36,0.0168,0.0291,0.0279
321,144,CBP_1_UWFP_FLOR,1.984860072,0.182234258,Type3,rhomboidea,5.59,2.68,26.78,26.46,FL,Southeast,pensacola,pensacola1,"Pensacola, Escambia County, Florida",30.43,-87.24,31,January,30,1975,0.026,23.32,17.22,20.27,24.58,12.92,18.75,25.97,14.33,20.15,25.58,14.69,20.13,0.0353,0.034,0.0622
322,410,CBP_40_WIS_WIS,2.492943429,0.181958192,Type3,rhomboidea,5.75,2.45,22.4,21.75,WI,Upper_Midwest,dodgeville,dodgeville2,"Dodgeville, Iowa County, Wisconsin",42.96,-90.13,364,May,13,1958,0,27.32,3.22,15.27,5.39,-6.18,-0.4,5.39,-6.18,-0.4,5.39,-6.18,-0.4,0.0083,0.0083,0.0083
323,167,CBP_10_UWFP_FLOR,3.596269717,0.181143592,Type1a2,rhomboidea,8.66,2.07,27.02,26.76,FL,Southeast,pensacola,pensacola10,"Pensacola, Escambia County, Florida",30.43,-87.24,31,January,29,1989,0,22.66,6.66,14.66,19.2,7.27,13.23,24.03,12.31,18.17,24.8,13.85,19.33,0.0427,0.0452,0.0377
324,50,CBP_1_GA_FLOR,3.002600571,0.18089177,Type1a2,rhomboidea,6.7,1.35,22.73,22.4,FL,Southeast,tallahassee,tallahassee2,"Tallahassee, Leon County, Florida",30.46,-84.25,61,March,14,1957,0.036,26.04,15.24,20.64,22.76,10.11,16.43,26.72,14.12,20.42,26.5,14.67,20.59,0.0138,0.028,0.0446
325,307,CBP_26_WIS_WIS,3.288763198,0.18087433,Type3,rhomboidea,4.1,1,12.8,12.35,WI,Upper_Midwest,,," Sturgeon Bay, Door County, Wisconsin",44.83,-87.38,183,June,#N/A,1949,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
326,40,CBP_1_FLAS_MARY,2.437590988,0.18083668,Type3,rhomboidea,4.82,1.84,16.55,17.45,MD,Northeast,carney,carney2,Baltimore County_Maryland_Carney and Long Green,39.45,-76.48,108,April,25,1970,3.22,8.075,-20.44,30.15,8.08,-2.04,3.02,17.45,6.28,11.86,18.01,6.91,12.46,0.0322,0.0303,0.0284
327,142,CBP_1_USMS_OHIO,4.650686584,0.180532228,Type6,rhomboidea,5.33,1.22,13.83,12.44,OH,Ohio_Valley,columbus,columbus,"Columbus, Franklin County, Ohio",40.01,-83.04,222,May,5,2005,0.004,17.54,0.67,9.11,8.12,-1.94,3.09,17.05,6.17,11.61,17.2,5.91,11.56,0.0346,0.0356,0.03
328,531,CBP_9_ODU_VIR,2.642949333,0.180209232,Type3,rhomboidea,1.32,0.23,4.52,4.44,VI,Southeast,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.89,-76.32,301,April,1,1966,0.009,23.23,2.42,12.82,11.62,2,6.81,19.72,10.13,14.92,19.19,9.82,14.5,0.0192,0.0217,0.028
329,296,CBP_2_VPI_VIR,3.454180539,0.179197668,Type3,rhomboidea,2.56,0.61,7.02,6.95,VI,Southeast,williamsburg,williamsburg,"Williamsburg City, , Virginia",37.27,-76.72,26,November,18,1999,0,15.15,-3.04,6.06,26.57,14.71,20.64,21.47,8.85,15.16,21.43,8.9,15.17,0.0543,0.0418,0.0395
330,535,CBP_9_WIS_WIS,3.478345597,0.178183754,Type3,rhomboidea,3.7,1,12.15,11.7,WI,Upper_Midwest,boscobel,boscobel,"Boscobel, Crawford County, Wisconsin",43.21,-90.81,969,May,26,1975,0.304,24.54,15.12,19.83,5.44,-5.01,0.22,5.44,-5.01,0.22,5.44,-5.01,0.22,0.0189,0.0189,0.0189
331,68,CBP_1_HAR_WAS,3.236790654,0.177174657,Type3,rhomboidea,10.17,3.28,47.11,46,WA,Northwest,,,Washington,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
332,522,CBP_9_CSCN_IDA,2.634578341,0.177096734,Type6,rhomboidea,10.1,2.17,27.49,27.44,NE,Northern_Rockies_and_Plains,chadron,chadron5,Dawes County_Nebraska_Chadron,42.83,-103,1030,June,9,1970,1.913,28.53,11.67,20.1,10.79,-4.38,3.21,16.16,0.62,8.39,16.33,0.22,8.28,0.0144,0.012,0.0104
333,69,CBP_1_HARV_DELA,2.805570733,0.176923689,Type3,rhomboidea,4.89,1.65,17.65,17.59,DE,Northeast,,,"Wilmington, New Castle County, Delaware",39.73,-75.67,301,May,10,1933,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334,498,CBP_7_UWFP_FLOR,3.427716183,0.176250268,Type3,rhomboidea,5.12,1.54,16.73,16.44,FL,Southeast,pensacola,pensacola7,"Pensacola, Escambia County, Florida",30.43,-87.24,31,February,28,1999,0.643,22.03,11.5,16.77,21.75,9.92,15.84,25.02,13.7,19.36,26.72,14.33,20.52,0.0494,0.0588,0.0397
335,491,CBP_7_MARY_MARY,3.772684239,0.175990776,Type3,rhomboidea,4.91,1.32,12.45,12.3,MD,Northeast,baltimorecounty,baltimorecounty,Baltimore County_Maryland,39.3,-76.61,293,April,20,1974,1.932,10.297,-14.69,44.14,11.2,0.33,5.76,19.12,7.98,13.55,17.83,6.18,12,0.0278,0.0295,0.0245
336,417,CBP_47_WIS_WIS,4.322913616,0.175574667,Type3,rhomboidea,7.7,1.5,22.45,22.1,WI,Upper_Midwest,spirit,spirit,"Spirit, Price County, Wisconsin",45.4,-90.16,502,June,6,1947,0.025,23.2,9.58,16.39,22.59,9.68,16.13,22.59,9.68,16.13,22.59,9.68,16.13,0.0275,0.0275,0.0275
337,139,CBP_1_USF_ALA,2.955906125,0.175266646,Type3,rhomboidea,3.69,1.19,11.27,11.19,AL,Southeast,tuscaloosa,tuscaloosa2,"Tuscaloosa, Tuscaloosa County, Alabama",33.19,-87.57,68,March,26,1955,0.217,25.32,-4.22,10.55,18.23,4.55,11.39,25.59,11.27,18.43,24.39,10.77,17.58,0.0361,0.0281,0.0316
338,434,CBP_5_HAR_VIR,3.782570249,0.173974886,Type6,rhomboidea,6.74,1.74,19.58,19.16,VI,Southeast,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
339,283,CBP_2_PH_DELA,2.809134739,0.172497269,Type3,rhomboidea,5.28,1.8,20.26,19.98,DE,Northeast,elsmere,elsmere,"Elsmere, New Castle County, Delaware",39.82,-75.62,301,June,24,1868,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
340,7,CBP_1_ARIZ_ARIZ,3.038636609,0.172153961,Type3,rhomboidea,2.89,0.7,10.96,10.5,AZ,Southwest,tucson,tucson2,Santa Cruz County_Arizona_Tuscon,31.7,-110.85,2524,April,4,2018,0,26.99,7.94,17.47,20.9,4.86,12.88,26.94,10.56,18.75,25.94,9.84,17.89,0.0591,0.0789,0.1252
341,39,CBP_1_FLAS_INDI,2.146087863,0.171686977,Type3,rhomboidea,5.36,2,21.82,21.62,IN,Ohio_Valley,richmond,richmond,"Richmond, Wayne County, Indiana",39.83,-84.89,299,April,20,1973,0.432,22.73,13.74,18.23,7.1,-1.87,2.62,16.51,5.54,11.02,17.46,5.92,11.69,0.0344,0.031,0.0305
342,524,CBP_9_DOV_DELA,3.182305471,0.171580279,Type3,rhomboidea,3.13,0.93,10.38,10.16,DE,Northeast,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.56,-75.65,301,April,29,1967,0,17.62,4.04,10.83,2.36,2.36,2.36,18.23,6.61,12.42,17.37,6.29,11.83,0.0236,0.0261,0.0328
343,453,CBP_5_VPI_VIR,3.63543036,0.17125941,Type3,rhomboidea,6.69,1.5,18.33,18.17,VI,Southeast,radford,radford2,"Radford, Montgomery County, Virginia",37.13,-80.58,641,May,17,1978,0,17.6,3.62,10.61,8.59,-3.86,2.36,15.8,3.18,9.49,16.81,3.17,9.99,0.0332,0.0349,0.0286
344,147,CBP_1_VSC_GEOR,3.622742444,0.170511732,Type3,rhomboidea,6.43,1.8,20.34,20.11,GA,Southeast,darien,darien3,"Darien, McIntosh County, Georgia",31.38,-81.44,9.1,March,24,1958,0.998,16.77,9.86,13.31,18.13,6.62,12.37,24.06,13.28,18.67,24.27,13.1,18.69,0.029,0.045,0.0308
345,169,CBP_11_BALT_MARY,2.968094648,0.170489928,Type3,rhomboidea,4.7,1.61,16.18,15.91,MD,Northeast,silverspring,silverspring2,Montgomery County_Maryland_Silver Spring,39.01,-77.03,104,May,6,1977,2.946,14.983,28.51,8.917,10.98,-1.31,4.83,18.16,5.94,12.05,18.12,6.45,12.28,0.018,0.0267,0.03
346,320,CBP_3_DOV_DELA,3.132967402,0.170237532,Type3,rhomboidea,5,1.64,18.91,18.64,DE,Northeast,wilmington,wilmington1,"Wilmington, New Castle County, Delaware",39.73,-75.67,301,May,10,1933,1.106,24.66,10.34,17.5,4.07,4.07,4.07,18.37,6.88,12.63,18.08,7.04,12.56,0.0407,0.0384,0.0374
347,80,CBP_1_LSU_GEOR,1.602655863,0.169804111,Type3,rhomboidea,2.33,1.5,9.75,9.55,GA,Southeast,,,"Statesboro, Bulloch County, Georgia",32.67,-81.33,77.1,March,23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
348,230,CBP_19_BRIT_Tex,2.452167064,0.169631024,Type3,rhomboidea,3.3,0.82,9.85,9.4,TX,South,Franklin,Franklin1,"Franklin, Texas",31.03,-96.49,137,February,20,1982,0,24.23,8.13,16.18,21.68,8.76,15.22,25.69,13.29,19.49,25.74,13.12,19.43,0.0249,0.027,0.0226
349,325,CBP_3_FMNH_ILL,3.472187475,0.169239151,Type3,rhomboidea,5.8,0.96,20.39,20.02,IL,Ohio_Valley,naperville,naperville1,"Naperville, Will County, Illinois",41.75,-88.19,215,May,2,1998,0,20.77,5.53,13.15,4.09,-5.57,-0.74,14.76,3.41,9.09,15.82,4.45,10.14,0.015,0.0251,0.0291
350,364,CBP_35_WIS_WIS,2.033935717,0.168898743,Type3,rhomboidea,5,2.5,23.9,23.25,WI,Upper_Midwest,sturgeonbay,sturgeonbay,"Sturgeon Bay, Door County, Wisconsin",44.83,-87.38,178,October,44595,1959,0.148,15.15,7.63,11.39,21.62,10.16,15.89,21.62,10.16,15.89,21.62,10.16,15.89,0.029,0.029,0.029
351,499,CBP_7_VPI_VIR,3.256938698,0.167821132,Type3,rhomboidea,6.05,1.27,22.8,22.43,VI,Southeast,hopewell,hopewell2,"Hopewell, Fanquier County, Virginia",37.3,-77.29,15,May,9,#N/A,0.05,31.27,17.93,24.6,15.59,2.64,9.11,21.04,8.84,14.94,20.78,7.97,14.37,0.0178,0.026,0.02
352,19,CBP_1_CHAS_ILL,2.926350699,0.167737106,Type3,rhomboidea,2.22,0.68,8.22,8.15,IL,Ohio_Valley,,,Illinois,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
353,375,CBP_4_BRY_UTAH,2.867186601,0.167455101,Type3,rhomboidea,9.15,2.33,34.85,34.5,UT,Southwest,provo,provo1,"Provo, Utah County, Utah",40.24,-111.7,969,June,13,1967,1.19,15.26,5.77,10.51,10.96,-2.91,4.03,16.25,0.69,8.47,16.23,0.64,8.43,0.0189,0.0147,0.0143
354,165,CBP_10_SAT_Tex,2.723189326,0.166314499,Type3,rhomboidea,4.68,1.27,19.47,18.73,TX,South,Bryan,Bryan1,"Bryan, Texas",30.67,-96.37,113,March ,8,1977,0,21.68,5.58,13.63,16.71,4.32,10.52,23.8,11.75,17.77,26.34,13.82,20.08,0.0301,0.0321,0.0203
355,300,CBP_2_WM_VIR,2.740014033,0.166020708,Type3,rhomboidea,3.57,1.26,13.05,12.9,VI,Southeast,harrisonburg,harrisonburg1,"Harrisonburg, Page County, Virginia",38.45,-78.87,404,April,12,2002,0,18.2,2.12,10.16,11.61,-1.57,5.02,18.22,5.11,11.67,17.7,5.54,11.62,0.0133,0.0201,0.0261
356,342,CBP_3_OCU_OKLA,2.991714093,0.16598569,Type3,rhomboidea,4.69,1.38,16.27,16.07,OK,South,oklahomacity,oklahomacity4,"Oklahoma CIty, Oklahoma County, Oklahoma",35.48,-97.51,365,April,1,2001,0,18.33,1.4,9.86,9.56,-1.3,4.13,20.79,8.75,14.77,22.09,9.95,16.02,0.0158,0.0261,0.0205
357,465,CBP_6_IND_INDI,2.407342392,0.165291007,Type3,rhomboidea,5.57,2.11,21.59,21.3,IN,Ohio_Valley,decatur,decatur2,"Decatur, Adams County, Indiana",40.83,-84.93,244,April,30,1905,0,29.58,12.23,20.9,6.29,-5.23,0.53,15.77,3.08,9.42,14.85,3.23,9.04,0.0186,0.0218,0.0278
358,119,CBP_1_SDNHM_OHIO,2.51257419,0.165260153,Type3,rhomboidea,4.82,1.62,20.14,20.04,OH,Ohio_Valley,,,Ohio,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
359,123,CBP_1_TENN_GEOR,2.994610183,0.164330798,Type3,rhomboidea,6,2.14,25.76,25.36,GA,Southeast,athens,athens2,"Athens, Clarke County, Georgia",33.95,-83.38,194,April,3,1929,0,22.77,10,16.38,15.92,2.87,9.4,23.21,10.35,16.78,22.79,10.63,16.71,0.0608,0.057,0.0531
360,146,CBP_1_VPI_VIR,2.464631134,0.163013042,Type3,rhomboidea,4.39,1.56,17.61,17.15,VI,Southeast,radford,radford1,"Radford, Montgomery County, Virginia",37.13,-80.58,641,March,27,1981,0.019,15.85,0.57,8.21,9.95,-3.29,3.33,17.72,3.92,10.82,17.04,3.55,10.3,0.0167,0.0239,0.0235
361,451,CBP_5_UWFP_FLOR,2.817367176,0.161116331,Type3,rhomboidea,4.12,1.24,15.9,15.44,FL,Southeast,pensacola,pensacola5,"Pensacola, Escambia County, Florida",30.43,-87.24,31,March,23,2011,0.002,27.36,19.94,23.65,23.5,13.3,18.4,26.71,15.95,21.33,26.03,13.99,20.01,0.0552,0.0466,0.0368
362,148,CBP_1_VSC_VIR,3.212401153,0.160993546,Type3,rhomboidea,4.26,1.29,15.17,14.69,VI,Southeast,suffolkcity,suffolkcity1,"Suffolk City, Virginia",36.73,-76.58,31,April,1,1979,0,26.11,12.29,19.2,12.33,2.18,7.26,20.2,10.05,15.13,20.05,9.99,15.02,0.0378,0.0344,0.0433
363,16,CBP_1_BWDR_VIR,1.98952923,0.159723562,Type3,rhomboidea,3.84,1.91,16.8,16.52,VI,Southeast,harrisonburg,harrisonburg2,"Harrisonburg, Rockham County, Virginia",38.45,-78.87,404,April,2,1962,0,9.05,-6.1,1.48,11,-0.94,5.03,17.64,4.96,11.3,16.94,4.08,10.51,0.028,0.0295,0.0324
364,267,CBP_2_HUNT_INDI,2.930765957,0.156771552,Type3,rhomboidea,4.96,1.63,15.65,15.29,IN,Ohio_Valley,huntington,huntington1," Huntington, Huntington County, Indiana",40.88,-85.5,228,May,8,1937,0,23.32,7.97,15.64,7.41,-2.75,2.33,17.05,5.03,11.04,15.41,4.11,9.76,0.0298,0.0268,0.0283
365,406,CBP_4_VPI_VIR,3.876074656,0.156674278,Type3,rhomboidea,4.59,1.05,13.61,13.44,VI,Southeast,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.31,-77.47,41,April,9,1969,0,27.17,6.73,16.95,10.35,-1.32,4.52,19.5,6.59,13.05,19.27,6.89,13.08,0.0233,0.0251,0.0288
366,126,CBP_1_UAM_OHIO,2.882563141,0.156311847,Type3,rhomboidea,3,1,11.56,11.22,OH,Ohio_Valley,coshocton,coshocton,"Coshocton, Coshocton County, Ohio",40.36,-81.79,301,April,8,1942,1.168,16.68,-0.08,8.3,7.88,-2.21,2.84,18.11,5.54,11.83,17.02,5.02,11.02,0.0198,0.0269,0.0259
367,259,CBP_2_GVSC_MICH,3.61496707,0.156113271,Type3,rhomboidea,6.78,1.67,23.35,23.11,MI,Upper_Midwest,Kalamazoo,Kalamazoo,"Kalamazoo, Kalamazoo County, Michigan",42.31,-85.54,320,April,8,1973,0,13.22,1.23,7.23,4.79,-3.4,0.69,12.53,1.25,6.89,15.21,4.41,9.81,0.0227,0.0217,0.027
368,136,CBP_1_UNM_OKLA,2.916384857,0.156086077,Type3,rhomboidea,4.45,1.05,17.2,16.3,OK,South,bristow,bristow,"Bristow, Creek County, Oklahoma",35.83,-96.39,247,April,3,1933,0,21,5.83,13.41,14.12,0.93,7.52,23.06,9.6,16.33,23.95,10.78,17.37,0.0195,0.022,0.0264
369,482,CBP_7_BRY_UTAH,2.775825359,0.154793835,Type3,rhomboidea,7.48,2.65,25.6,25.38,UT,Southwest,springville,springville2,"Springville, Utah County, Utah",40.17,-111.61,1394,May,22,1932,0.548,16.2,1.2,8.7,8.17,-5.68,1.25,16.72,0.61,8.67,16.03,0.02,8.03,0.0161,0.0123,0.0123
370,131,CBP_1_UGA_IDA,2.401136993,0.154419259,Type4,heteris,5.29,1.9,24.15,23.68,ID,Northwest,pocatello,pocatello,Bannock County_Idaho_Pocatello,42.87,-112.43,1360,September,25,1952,0,30.64,3.66,17.15,25.55,6.43,15.99,14.68,-0.62,7.03,15.37,-0.86,7.25,0.0054,0.0064,0.0058
371,57,CBP_1_HAR_ARIZ,2.77865051,0.154188959,Type3,rhomboidea,4.52,1.51,17.42,17.49,AZ,Southwest,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,February,9,1932,1.584,18.52,9.68,14.1,23.92,7.37,15.65,29.23,11.98,20.61,29.33,11.12,20.23,0.0931,0.0907,0.0571
372,335,CBP_3_JMUH_VIR,2.904463659,0.15397164,Type3,rhomboidea,5.21,1.58,15.32,15.05,VI,Southeast,harrisonburg,harrisonburg5,"Harrisonburg, Rockingham County, Virginia",38.49,-78.96,301,April,22,1984,1.458,12.75,0.7,6.73,8.29,-3.11,2.59,16.72,3.84,10.28,17.18,5.07,11.13,0.0384,0.0341,0.0313
373,241,CBP_2_BWDR_VIR,2.839225152,0.152845151,Type3,rhomboidea,3.3,1.11,12.86,12.64,VI,Southeast,harrisonburg,harrisonburg3,"Harrisonburg, Rockingham County, Virginia",38.38,-78.97,2380,May,2,1984,0.016,18.05,4.7,11.38,8.18,-3.06,2.56,16.7,3.83,10.27,17.18,5.07,11.13,0.0392,0.034,0.0313
374,54,CBP_1_GMUF_VIR,2.762926577,0.152697097,Type3,rhomboidea,5.05,1.86,21.16,20.72,VI,Southeast,alexandriacity,alexandriacity,"Alexandria City, , Virginia",38.82,-77.05,85,April,6,1972,0,21.39,2.83,12.11,10.9,-0.15,5.38,19.42,7.74,13.58,18.58,7.13,12.85,0.0275,0.0353,0.0393
375,8,CBP_1_ASC_OHIO,2.398026657,0.152142984,Type3,rhomboidea,2.47,0.95,10.63,9.95,OH,Ohio_Valley,stclairsville,stclairsville,"St. Clairsville, Belmont County, Ohio",40.11,-80.84,301,April,29,1979,0.02,11.55,2.23,6.89,7.61,-3.62,1.99,16,4.54,10.27,15.71,4.12,9.91,0.0285,0.0312,0.0312
376,226,CBP_18_BRIT_Tex,2.430350536,0.152024177,Type3,rhomboidea,3.45,0.93,9.35,8.93,TX,South,Arlington,Arlington5,"Arlington, Texas",32.74,-97.11,183,February ,22,1973,0.195,11.83,4.76,8.24,18.08,6.95,12.52,24.46,12.22,18.34,23.85,12.32,18.08,0.0253,0.0196,0.0311
377,239,CBP_2_BRIT_Tex,3.923104622,0.150376341,Type3,rhomboidea,7.2,2.08,23.94,23.23,TX,South,Hamilton,Hamilton,"Hamilton, Texas",31.7,-98.12,355,March ,26,1948,0,26.1,17.25,21.68,16.65,3.37,10.01,25.53,11.83,18.68,24.47,10.09,17.28,0.0186,0.0163,0.014
378,79,CBP_1_LSU_FLOR,3.985423667,0.149851615,Type3,rhomboidea,6.5,1.7,27.18,26.63,FL,Southeast,tallahassee,tallahassee3,"Tallahassee, Leon County, Florida",30.46,-84.25,61,March,2,1967,0,21,4.22,12.61,20.62,7.54,14.08,25.37,13.1,19.23,26.41,12.92,19.67,0.0278,0.0379,0.0336
379,352,CBP_3_UWFP_FLOR,2.45802481,0.149685058,Type3,rhomboidea,4.14,1.56,17.7,17.4,FL,Southeast,pensacola,pensacola3,"Pensacola, Escambia County, Florida",30.43,-87.24,31,March,1,1992,0,23.88,8.22,16.05,20.29,7.63,13.96,26.19,14.6,20.39,26.06,14.56,20.31,0.031,0.0419,0.0369
380,450,CBP_5_USF_FLOR,4.078458754,0.14960735,Type3,rhomboidea,7.58,1.85,23.98,24.24,FL,Southeast,blountstown,blountstown,"Blountstown, Calhoun County, Florida",30.39,-85.13,19,February,24,2008,0,24.3,6.25,15.28,23.99,9.93,16.96,27.56,13.07,20.32,26.2,12.2,19.2,0.0404,0.0308,0.0427
381,242,CBP_2_CAL_MICH,2.736007077,0.149090299,Type3,rhomboidea,3.18,1.05,11.87,11.67,MI,Upper_Midwest,Grand Rapids,Grand Rapids1,"Grand Rapids, Kent County, Michigan",42.98,-85.59,84,May,9,1975,0,22.56,6.54,14.55,4.65,-4.77,-0.06,13.92,2.28,8.1,14.5,3.35,8.93,0.0231,0.0216,0.0301
